Time,Sus Deriv
300,0.0
600,0.0
900,0.0
1200,0.0
1500,0.0
1800,-0.0008333333333333334
2100,-0.010833333333333334
2400,-0.005
2700,-0.0033333333333333335
3000,-0.014166666666666666
3300,0.32666666666666666
3600,0.0
3900,0.0
4200,-0.004166666666666667
4500,-0.010833333333333334
4800,-0.0016666666666666668
5100,0.3333333333333333
5400,0.1
5700,-0.0025
6000,-0.0033333333333333335
6300,0.08333333333333333
6600,-0.010833333333333334
6900,-0.005
7200,-0.0008333333333333334
7500,0.4325
7800,-0.0008333333333333334
8100,-0.0016666666666666668
8400,-0.0008333333333333334
8700,0.09583333333333334
9000,0.425
9300,0.095
9600,0.6516666666666666
9900,0.7616666666666667
10200,0.9325
10500,0.0
10800,0.1
11100,0.3333333333333333
11400,-0.0033333333333333335
11700,0.3308333333333333
12000,0.325
12300,-0.005833333333333334
12600,0.3308333333333333
12900,-0.005
13200,0.08666666666666667
13500,-0.0025
13800,0.3308333333333333
14100,-0.005
14400,-0.005
14700,0.9316666666666666
15000,0.3325
15300,-0.004166666666666667
15600,-0.0016666666666666668
15900,-0.0025
16200,-0.015
16500,-0.009166666666666667
16800,-0.004166666666666667
17100,-0.0033333333333333335
17400,-0.0016666666666666668
17700,-0.0033333333333333335
18000,-0.0008333333333333334
18300,0.0975
18600,2.145
18900,1.0925
19200,0.0
19500,0.0
19800,-0.0016666666666666668
20100,-0.0008333333333333334
20400,-0.0033333333333333335
20700,-0.015833333333333335
21000,0.3175
21300,-0.0008333333333333334
21600,-0.0008333333333333334
21900,-0.0008333333333333334
22200,-0.0016666666666666668
22500,-0.0008333333333333334
22800,-0.004166666666666667
23100,-0.006666666666666667
23400,-0.01
23700,0.09833333333333333
24000,-0.0075
24300,-0.005833333333333334
24600,0.3308333333333333
24900,-0.0033333333333333335
25200,0.33
25500,-0.008333333333333333
25800,0.3283333333333333
26100,-0.0016666666666666668
26400,-0.0016666666666666668
26700,0.33
27000,0.09416666666666666
27300,0.09416666666666666
27600,0.3233333333333333
27900,-0.005
28200,-0.005
28500,-0.0016666666666666668
28800,-0.0016666666666666668
29100,-0.0025
29400,-0.0025
29700,-0.0025
30000,-0.008333333333333333
30300,-0.0075
30600,-0.005833333333333334
30900,-0.0033333333333333335
31200,0.32666666666666666
31500,-0.0016666666666666668
31800,0.32916666666666666
32100,-0.005833333333333334
32400,-0.0033333333333333335
32700,0.09833333333333333
33000,-0.005
33300,-0.004166666666666667
33600,-0.005
33900,0.09416666666666666
34200,-0.004166666666666667
34500,-0.01
34800,-0.0033333333333333335
35100,0.53
35400,0.43083333333333335
35700,0.4325
36000,0.3616666666666667
36300,0.6275
36600,1.3841666666666668
36900,0.0
37200,0.4666666666666667
37500,0.1
37800,0.09916666666666667
38100,0.1
38400,-0.004166666666666667
38700,-0.006666666666666667
39000,-0.006666666666666667
39300,0.0
39600,-0.005833333333333334
39900,0.0875
40200,0.0975
40500,-0.0008333333333333334
40800,0.3308333333333333
41100,-0.008333333333333333
41400,0.1975
41700,-0.0025
42000,-0.0016666666666666668
42300,-0.0008333333333333334
42600,-0.0008333333333333334
42900,-0.008333333333333333
43200,-0.013333333333333334
43500,0.3258333333333333
43800,-0.0033333333333333335
44100,-0.0008333333333333334
44400,0.09916666666666667
44700,-0.0016666666666666668
45000,-0.0033333333333333335
45300,0.32916666666666666
45600,-0.0033333333333333335
45900,0.5916666666666667
46200,-0.01
46500,-0.004166666666666667
46800,-0.004166666666666667
47100,0.09916666666666667
47400,-0.0025
47700,-0.0025
48000,-0.004166666666666667
48300,-0.004166666666666667
48600,-0.0008333333333333334
48900,-0.005
49200,0.32916666666666666
49500,0.32416666666666666
49800,0.32666666666666666
50100,-0.005
50400,-0.004166666666666667
50700,0.09916666666666667
51000,0.19833333333333333
51300,-0.004166666666666667
51600,-0.0033333333333333335
51900,-0.0016666666666666668
52200,-0.005833333333333334
52500,-0.0075
52800,0.09416666666666666
53100,-0.006666666666666667
53400,0.42916666666666664
53700,0.6658333333333334
54000,-0.0008333333333333334
54300,-0.004166666666666667
54600,0.36333333333333334
54900,-0.008333333333333333
55200,1.35
55500,1.3983333333333334
55800,0.9333333333333333
56100,0.3325
56400,0.09916666666666667
56700,-0.0008333333333333334
57000,0.09916666666666667
57300,-0.0025
57600,-0.005
57900,-0.0016666666666666668
58200,-0.004166666666666667
58500,0.32
58800,-0.009166666666666667
59100,-0.0008333333333333334
59400,0.09833333333333333
59700,-0.004166666666666667
60000,0.09666666666666666
60300,0.265
60600,-0.0008333333333333334
60900,-0.0008333333333333334
61200,-0.0008333333333333334
61500,-0.005833333333333334
61800,-0.014166666666666666
62100,-0.01
