Time,Track Temp,Wind Speed,Rain
0,78.00008000000001,2.6,nan
20,78.00008000000001,2.6,nan
40,78.00008000000001,2.6,nan
60,78.00008000000001,2.6,nan
80,78.00008000000001,2.6,nan
100,78.00008000000001,2.6,nan
120,78.00008000000001,3.2,nan
140,78.00008000000001,3.2,nan
160,78.00008000000001,3.2,nan
180,78.00008000000001,5.2,nan
200,78.00008000000001,5.2,nan
220,78.00008000000001,5.2,nan
240,78.00008000000001,2.6,nan
260,78.00008000000001,2.6,nan
280,78.00008000000001,2.6,nan
300,78.00008000000001,1.9,nan
320,78.00008000000001,1.9,nan
340,78.00008000000001,1.9,nan
360,78.00008000000001,5.2,nan
380,78.00008000000001,5.2,nan
400,78.00008000000001,5.2,nan
420,78.00008000000001,7.9,nan
440,78.00008000000001,7.9,nan
460,78.00008000000001,7.9,nan
480,80.00005999999999,9.8,nan
500,80.00005999999999,9.8,nan
520,80.00005999999999,9.8,nan
540,80.00005999999999,8.5,nan
560,80.00005999999999,8.5,nan
580,80.00005999999999,8.5,nan
600,80.00005999999999,4.6,nan
620,80.00005999999999,4.6,nan
640,80.00005999999999,4.6,nan
660,80.00005999999999,5.2,nan
680,80.00005999999999,5.2,nan
700,80.00005999999999,5.2,nan
720,80.00005999999999,5.2,nan
740,80.00005999999999,5.2,nan
760,80.00005999999999,5.2,nan
780,80.00005999999999,3.2,nan
800,80.00005999999999,3.2,nan
820,80.00005999999999,3.2,nan
840,80.00005999999999,4.6,nan
860,80.00005999999999,4.6,nan
880,80.00005999999999,4.6,nan
900,80.00005999999999,5.9,nan
920,80.00005999999999,5.9,nan
940,80.00005999999999,5.9,nan
960,80.00005999999999,4.6,nan
980,80.00005999999999,4.6,nan
1000,80.00005999999999,4.6,nan
1020,80.00005999999999,6.5,nan
1040,80.00005999999999,6.5,nan
1060,80.00005999999999,6.5,nan
1080,80.00005999999999,7.2,nan
1100,80.00005999999999,7.2,nan
1120,80.00005999999999,7.2,nan
1140,80.00005999999999,2.6,nan
1160,80.00005999999999,2.6,nan
