Time,Risk Score
34200,27.264733180949246
34500,30.235422722861923
34800,28.373171136179025
35100,26.401401839558243
35400,23.37634883197006
35700,22.71624753828049
36000,21.933105019011418
36300,22.455194726761608
36600,22.930302914364386
36900,23.233676940116652
37200,21.79588103837564
37500,33.09373110506168
37800,37.268120790179196
38100,34.50639524082508
38400,28.372834455334697
38700,22.438943941504434
39000,17.376669876995102
39300,17.772416515529205
39600,19.314751123778972
39900,23.637465306433484
40200,26.88762528456867
40500,24.74460762916013
40800,20.04274537443693
41100,27.925883028872736
41400,31.748141686845127
41700,28.90369233813078
42000,25.465054782415635
42300,25.503292127299208
42600,24.592180994038216
42900,22.961138649932288
43200,22.2410540196919
43500,21.7150213961604
43800,23.074781259369566
44100,22.532132323040795
44400,27.747051441791122
44700,32.69051587178167
45000,31.12977232074687
45300,25.902370526020952
45600,22.229112910002907
45900,19.10496233445683
46200,19.201358589925555
46500,22.338815716165275
46800,25.639555692331125
47100,28.805341817702402
47400,25.64044574497518
47700,25.999888182712333
48000,30.659730455907642
48300,29.92544824665237
48600,25.408906850527682
48900,20.751145864394957
49200,17.313852508320927
49500,17.929712301279032
49800,20.52596330091246
50100,25.905204453660343
50400,27.107698797593336
50700,25.46718252733134
51000,23.337065118057442
51300,26.51262867329124
51600,29.80094918758231
51900,26.837903823948402
52200,26.175527201586362
52500,23.928672687564664
52800,22.292572535150953
53100,20.1130584471551
53400,19.036527621125845
53700,28.7617186088901
54000,35.66967917410935
54300,34.83953215833126
54600,28.84050710713773
54900,22.485765886815
55200,17.42402443890671
55500,16.954586409325167
55800,18.2186363639274
56100,24.1792063865357
56400,26.981550401651855
56700,24.393761421606825
57000,20.264612669979023
57300,26.405595029575153
57600,29.819452773889612
57900,27.709470468783238
58200,27.00216397341376
58500,22.684258527595752
58800,23.845098226281042
59100,32.00839550039338
59400,30.5859580852351
59700,25.84152917762456
60000,21.652577453986
60300,17.966026403111247
60600,16.581110534388568
60900,17.774645881575296
61200,24.439234453521642
61500,29.162938994043056
61800,26.62949013789106
62100,21.79350085426283
62400,28.673409402664447
62700,28.15582520693935
63000,24.903556631763752
63300,25.64642948987291
63600,25.028737909949996
63900,23.148671526927284
64200,20.41036454911724
64500,19.76871884712767
64800,20.650240724801527
65100,20.346294637151114
65400,21.272475624293616
65700,29.12472362180276
66000,32.788933870121355
66300,30.2180409533526
66600,24.948302222387355
66900,20.213433015242735
67200,23.111231936798386
67500,28.38337156306453
67800,29.800341754056216
68100,25.95404257879518
68400,22.42895421105281
68700,19.95862880243787
69000,17.04524919244694
69300,17.14440564147851
69600,22.744240690065283
69900,26.794874094140354
70200,25.494194229333978
70500,22.43609257725844
70800,24.30597506121847
71100,28.363251887281823
71400,25.53793725910845
71700,23.1011508089418
72000,23.404286308260428
72300,22.742608449444393
72600,20.55692066490111
72900,21.85735396643979
73200,22.19522235748529
73500,20.945428683353526
73800,20.46790110368762
74100,26.947616279898956
74400,28.085609449500307
74700,28.906931549878934
75000,25.117213174656605
75300,21.139493468504423
75600,18.09906739568656
75900,18.230748655890903
76200,19.063570952808206
76500,25.503270691134986
76800,24.384069092867236
77100,24.725986286104565
77400,26.536587594821455
77700,24.075832664178268
78000,22.96256654819288
78300,24.855832813416864
78600,30.612627205387973
78900,29.937315664448263
79200,25.070060803586355
79500,21.32319116447777
79800,17.503539026902345
80100,17.37497592597969
80400,18.046969310938675
80700,21.67117772329376
81000,23.294812014621016
81300,24.525909190006516
81600,24.88708721392543
81900,22.953493922079485
82200,23.170688949018256
82500,26.322890313657073
82800,24.64919119428895
83100,21.930460857946986
83400,24.107473112147765
83700,27.27768527043251
84000,25.769894183507336
84300,25.147946207076224
84600,24.699628320121448
84900,21.40712429297771
85200,19.650489801027685
85500,19.12645867411511
85800,17.99503793179974
86100,18.107595438223992
86400,16.830532603256287
