Time,Air Temp,Track Temp,Wind Speed
0,67.80001999999999,71.00005999999999,1.3
20,67.80001999999999,71.00005999999999,1.3
40,67.80001999999999,71.00005999999999,1.3
60,67.89992,71.00005999999999,0.6
80,67.89992,71.00005999999999,0.6
100,67.89992,71.00005999999999,0.6
120,68.0,71.00005999999999,1.9
140,68.0,71.00005999999999,1.9
160,68.0,71.00005999999999,1.9
180,68.0,71.00005999999999,1.3
200,68.0,71.00005999999999,1.3
220,68.0,71.00005999999999,1.3
240,68.10008,71.00005999999999,1.3
260,68.10008,71.00005999999999,1.3
280,68.10008,71.00005999999999,1.3
300,68.0,71.00005999999999,3.2
320,68.0,71.00005999999999,3.2
340,68.0,71.00005999999999,3.2
360,67.89992,71.00005999999999,2.6
380,67.89992,71.00005999999999,2.6
400,67.89992,71.00005999999999,2.6
420,67.80001999999999,71.00005999999999,5.2
440,67.80001999999999,71.00005999999999,5.2
460,67.80001999999999,71.00005999999999,5.2
480,67.69994,69.99998000000001,2.6
500,67.69994,69.99998000000001,2.6
520,67.69994,69.99998000000001,2.6
540,67.60004,69.99998000000001,2.6
560,67.60004,69.99998000000001,2.6
580,67.60004,69.99998000000001,2.6
600,67.40006,69.99998000000001,2.6
620,67.40006,69.99998000000001,2.6
640,67.40006,69.99998000000001,2.6
660,67.29998,69.99998000000001,1.9
680,67.29998,69.99998000000001,1.9
700,67.29998,69.99998000000001,1.9
720,67.20008,69.99998000000001,2.6
740,67.20008,69.99998000000001,2.6
760,67.20008,69.99998000000001,2.6
780,67.1,69.99998000000001,1.9
800,67.1,69.99998000000001,1.9
820,67.1,69.99998000000001,1.9
840,66.99991999999999,69.99998000000001,2.6
860,66.99991999999999,69.99998000000001,2.6
880,66.99991999999999,69.99998000000001,2.6
900,66.99991999999999,69.99998000000001,3.2
920,66.99991999999999,69.99998000000001,3.2
940,66.99991999999999,69.99998000000001,3.2
960,66.99991999999999,69.99998000000001,2.6
980,66.99991999999999,69.99998000000001,2.6
1000,66.99991999999999,69.99998000000001,2.6
1020,66.99991999999999,69.99998000000001,1.9
1040,66.99991999999999,69.99998000000001,1.9
1060,66.99991999999999,69.99998000000001,1.9
1080,66.99991999999999,69.99998000000001,1.9
1100,66.99991999999999,69.99998000000001,1.9
1120,66.99991999999999,69.99998000000001,1.9
1140,66.90002,69.99998000000001,2.6
1160,66.90002,69.99998000000001,2.6
1180,66.90002,69.99998000000001,2.6
1200,66.99991999999999,69.99998000000001,3.9
1220,66.99991999999999,69.99998000000001,3.9
1240,66.99991999999999,69.99998000000001,3.9
1260,66.99991999999999,69.99998000000001,3.2
1280,66.99991999999999,69.99998000000001,3.2
1300,66.99991999999999,69.99998000000001,3.2
1320,66.99991999999999,69.99998000000001,2.6
1340,66.99991999999999,69.99998000000001,2.6
1360,66.99991999999999,69.99998000000001,2.6
1380,66.99991999999999,69.99998000000001,3.9
1400,66.99991999999999,69.99998000000001,3.9
1420,66.99991999999999,69.99998000000001,3.9
1440,66.90002,69.99998000000001,2.6
1460,66.90002,69.99998000000001,2.6
1480,66.90002,69.99998000000001,2.6
1500,66.90002,69.99998000000001,1.3
1520,66.90002,69.99998000000001,1.3
1540,66.90002,69.99998000000001,1.3
1560,66.90002,69.99998000000001,1.9
1580,66.90002,69.99998000000001,1.9
1600,66.90002,69.99998000000001,1.9
1620,66.90002,69.99998000000001,3.2
1640,66.90002,69.99998000000001,3.2
1660,66.90002,69.99998000000001,3.2
1680,66.99991999999999,69.99998000000001,1.9
1700,66.99991999999999,69.99998000000001,1.9
1720,66.99991999999999,69.99998000000001,1.9
1740,66.99991999999999,69.99998000000001,3.9
1760,66.99991999999999,69.99998000000001,3.9
1780,66.99991999999999,69.99998000000001,3.9
1800,67.1,69.99998000000001,1.9
1820,67.1,69.99998000000001,1.9
1840,67.1,69.99998000000001,1.9
1860,67.20008,69.99998000000001,3.2
1880,67.20008,69.99998000000001,3.2
1900,67.20008,69.99998000000001,3.2
1920,67.20008,69.99998000000001,2.6
1940,67.20008,69.99998000000001,2.6
1960,67.20008,69.99998000000001,2.6
1980,67.20008,69.99998000000001,3.2
2000,67.20008,69.99998000000001,3.2
2020,67.20008,69.99998000000001,3.2
2040,67.20008,69.99998000000001,2.6
2060,67.20008,69.99998000000001,2.6
2080,67.20008,69.99998000000001,2.6
2100,67.29998,69.99998000000001,5.2
2120,67.29998,69.99998000000001,5.2
2140,67.29998,69.99998000000001,5.2
2160,67.29998,69.99998000000001,1.9
2180,67.29998,69.99998000000001,1.9
2200,67.29998,69.99998000000001,1.9
2220,67.29998,69.99998000000001,3.2
2240,67.29998,69.99998000000001,3.2
2260,67.29998,69.99998000000001,3.2
2280,67.29998,69.99998000000001,2.6
2300,67.29998,69.99998000000001,2.6
2320,67.29998,69.99998000000001,2.6
2340,67.20008,69.99998000000001,3.9
2360,67.20008,69.99998000000001,3.9
2380,67.20008,69.99998000000001,3.9
2400,67.20008,69.99998000000001,3.9
2420,67.20008,69.99998000000001,3.9
2440,67.20008,69.99998000000001,3.9
2460,67.20008,69.99998000000001,5.2
2480,67.20008,69.99998000000001,5.2
2500,67.20008,69.99998000000001,5.2
2520,67.1,69.99998000000001,1.3
2540,67.1,69.99998000000001,1.3
2560,67.1,69.99998000000001,1.3
2580,67.1,69.99998000000001,2.6
2600,67.1,69.99998000000001,2.6
2620,67.1,69.99998000000001,2.6
2640,67.1,69.99998000000001,1.9
2660,67.1,69.99998000000001,1.9
2680,67.1,69.99998000000001,1.9
2700,67.20008,69.99998000000001,1.3
2720,67.20008,69.99998000000001,1.3
2740,67.20008,69.99998000000001,1.3
2760,67.20008,69.99998000000001,1.9
2780,67.20008,69.99998000000001,1.9
2800,67.20008,69.99998000000001,1.9
2820,67.1,69.99998000000001,2.6
2840,67.1,69.99998000000001,2.6
2860,67.1,69.99998000000001,2.6
2880,66.99991999999999,69.99998000000001,2.6
2900,66.99991999999999,69.99998000000001,2.6
2920,66.99991999999999,69.99998000000001,2.6
2940,66.99991999999999,69.00008000000001,1.3
2960,66.99991999999999,69.00008000000001,1.3
2980,66.99991999999999,69.00008000000001,1.3
3000,66.99991999999999,69.00008000000001,3.9
3020,66.99991999999999,69.00008000000001,3.9
3040,66.99991999999999,69.00008000000001,3.9
3060,66.90002,69.00008000000001,3.2
3080,66.90002,69.00008000000001,3.2
3100,66.90002,69.00008000000001,3.2
3120,66.90002,69.00008000000001,1.9
3140,66.90002,69.00008000000001,1.9
3160,66.90002,69.00008000000001,1.9
3180,66.90002,69.00008000000001,1.3
3200,66.90002,69.00008000000001,1.3
3220,66.90002,69.00008000000001,1.3
3240,66.90002,69.00008000000001,2.6
