Time,Air Temp,Track Temp,Wind Speed
0,71.90006,78.00008000000001,2.6
20,71.90006,78.00008000000001,2.6
40,71.90006,78.00008000000001,2.6
60,71.99996,78.00008000000001,2.6
80,71.99996,78.00008000000001,2.6
100,71.99996,78.00008000000001,2.6
120,72.10004,78.00008000000001,3.2
140,72.10004,78.00008000000001,3.2
160,72.10004,78.00008000000001,3.2
180,72.19994,78.00008000000001,5.2
200,72.19994,78.00008000000001,5.2
220,72.19994,78.00008000000001,5.2
240,72.19994,78.00008000000001,2.6
260,72.19994,78.00008000000001,2.6
280,72.19994,78.00008000000001,2.6
300,72.30001999999999,78.00008000000001,1.9
320,72.30001999999999,78.00008000000001,1.9
340,72.30001999999999,78.00008000000001,1.9
360,72.39992,78.00008000000001,5.2
380,72.39992,78.00008000000001,5.2
400,72.39992,78.00008000000001,5.2
420,72.39992,78.00008000000001,7.9
440,72.39992,78.00008000000001,7.9
460,72.39992,78.00008000000001,7.9
480,72.30001999999999,80.00005999999999,9.8
500,72.30001999999999,80.00005999999999,9.8
520,72.30001999999999,80.00005999999999,9.8
540,72.10004,80.00005999999999,8.5
560,72.10004,80.00005999999999,8.5
580,72.10004,80.00005999999999,8.5
600,72.10004,80.00005999999999,4.6
620,72.10004,80.00005999999999,4.6
640,72.10004,80.00005999999999,4.6
660,72.10004,80.00005999999999,5.2
680,72.10004,80.00005999999999,5.2
700,72.10004,80.00005999999999,5.2
720,72.10004,80.00005999999999,5.2
740,72.10004,80.00005999999999,5.2
760,72.10004,80.00005999999999,5.2
780,72.19994,80.00005999999999,3.2
800,72.19994,80.00005999999999,3.2
820,72.19994,80.00005999999999,3.2
840,72.30001999999999,80.00005999999999,4.6
860,72.30001999999999,80.00005999999999,4.6
880,72.30001999999999,80.00005999999999,4.6
900,72.39992,80.00005999999999,5.9
920,72.39992,80.00005999999999,5.9
940,72.39992,80.00005999999999,5.9
960,72.30001999999999,80.00005999999999,4.6
980,72.30001999999999,80.00005999999999,4.6
1000,72.30001999999999,80.00005999999999,4.6
1020,72.19994,80.00005999999999,6.5
1040,72.19994,80.00005999999999,6.5
1060,72.19994,80.00005999999999,6.5
1080,72.19994,80.00005999999999,7.2
1100,72.19994,80.00005999999999,7.2
1120,72.19994,80.00005999999999,7.2
1140,72.30001999999999,80.00005999999999,2.6
1160,72.30001999999999,80.00005999999999,2.6
1180,72.30001999999999,80.00005999999999,2.6
1200,72.19994,80.00005999999999,5.2
1220,72.19994,80.00005999999999,5.2
1240,72.19994,80.00005999999999,5.2
1260,72.10004,80.00005999999999,7.2
1280,72.10004,80.00005999999999,7.2
1300,72.10004,80.00005999999999,7.2
1320,71.79998,80.00005999999999,6.5
1340,71.79998,80.00005999999999,6.5
1360,71.79998,80.00005999999999,6.5
1380,71.6,80.00005999999999,6.5
1400,71.6,80.00005999999999,6.5
1420,71.6,80.00005999999999,6.5
1440,71.29994,80.00005999999999,7.2
1460,71.29994,80.00005999999999,7.2
1480,71.29994,80.00005999999999,7.2
1500,71.09996,80.00005999999999,8.5
1520,71.09996,80.00005999999999,8.5
1540,71.09996,80.00005999999999,8.5
1560,70.89998,80.00005999999999,7.9
1580,70.89998,80.00005999999999,7.9
1600,70.89998,80.00005999999999,7.9
1620,70.7,80.00005999999999,3.2
1640,70.7,80.00005999999999,3.2
1660,70.7,80.00005999999999,3.2
1680,70.7,80.00005999999999,4.6
1700,70.7,80.00005999999999,4.6
1720,70.7,80.00005999999999,4.6
1740,70.80008000000001,78.00008000000001,1.9
1760,70.80008000000001,78.00008000000001,1.9
1780,70.80008000000001,78.00008000000001,1.9
1800,70.80008000000001,78.00008000000001,1.3
1820,70.80008000000001,78.00008000000001,1.3
1840,70.80008000000001,78.00008000000001,1.3
1860,70.89998,78.00008000000001,3.9
1880,70.89998,78.00008000000001,3.9
1900,70.89998,78.00008000000001,3.9
1920,70.89998,77.0,0.6
1940,70.89998,77.0,0.6
1960,70.89998,77.0,0.6
1980,70.80008000000001,77.0,3.2
2000,70.80008000000001,77.0,3.2
2020,70.80008000000001,77.0,3.2
2040,70.89998,77.0,4.6
2060,70.89998,77.0,4.6
2080,70.89998,77.0,4.6
2100,71.00005999999999,77.0,1.9
2120,71.00005999999999,77.0,1.9
2140,71.00005999999999,77.0,1.9
2160,71.09996,77.0,1.3
2180,71.09996,77.0,1.3
2200,71.09996,77.0,1.3
2220,71.20004,77.0,3.2
2240,71.20004,77.0,3.2
2260,71.20004,77.0,3.2
2280,71.20004,77.0,7.9
2300,71.20004,77.0,7.9
2320,71.20004,77.0,7.9
2340,71.09996,75.99991999999999,5.9
2360,71.09996,75.99991999999999,5.9
2380,71.09996,75.99991999999999,5.9
2400,71.00005999999999,75.99991999999999,5.9
2420,71.00005999999999,75.99991999999999,5.9
2440,71.00005999999999,75.99991999999999,5.9
2460,71.00005999999999,75.99991999999999,1.9
2480,71.00005999999999,75.99991999999999,1.9
2500,71.00005999999999,75.99991999999999,1.9
2520,71.00005999999999,75.99991999999999,7.2
2540,71.00005999999999,75.99991999999999,7.2
2560,71.00005999999999,75.99991999999999,7.2
2580,71.09996,75.99991999999999,3.2
2600,71.09996,75.99991999999999,3.2
2620,71.09996,75.99991999999999,3.2
2640,71.09996,75.00001999999999,0.6
2660,71.09996,75.00001999999999,0.6
2680,71.09996,75.00001999999999,0.6
2700,71.20004,75.00001999999999,1.3
2720,71.20004,75.00001999999999,1.3
2740,71.20004,75.00001999999999,1.3
2760,71.09996,75.00001999999999,5.9
2780,71.09996,75.00001999999999,5.9
2800,71.09996,75.00001999999999,5.9
2820,71.00005999999999,75.00001999999999,7.9
2840,71.00005999999999,75.00001999999999,7.9
2860,71.00005999999999,75.00001999999999,7.9
2880,70.89998,75.00001999999999,5.2
2900,70.89998,75.00001999999999,5.2
2920,70.89998,75.00001999999999,5.2
2940,70.80008000000001,75.00001999999999,1.3
2960,70.80008000000001,75.00001999999999,1.3
2980,70.80008000000001,75.00001999999999,1.3
3000,70.80008000000001,75.00001999999999,2.6
3020,70.80008000000001,75.00001999999999,2.6
3040,70.80008000000001,75.00001999999999,2.6
3060,70.80008000000001,75.00001999999999,5.2
3080,70.80008000000001,75.00001999999999,5.2
3100,70.80008000000001,75.00001999999999,5.2
3120,70.80008000000001,75.00001999999999,0.6
3140,70.80008000000001,75.00001999999999,0.6
3160,70.80008000000001,75.00001999999999,0.6
3180,70.7,75.00001999999999,3.2
3200,70.7,75.00001999999999,3.2
3220,70.7,75.00001999999999,3.2
3240,70.7,75.00001999999999,5.2
3260,70.7,75.00001999999999,5.2
3280,70.7,75.00001999999999,5.2
3300,70.7,75.00001999999999,4.6
3320,70.7,75.00001999999999,4.6
3340,70.7,75.00001999999999,4.6
3360,70.7,73.99994000000001,1.3
3380,70.7,73.99994000000001,1.3
3400,70.7,73.99994000000001,1.3
3420,70.80008000000001,75.00001999999999,5.9
3440,70.80008000000001,75.00001999999999,5.9
3460,70.80008000000001,75.00001999999999,5.9
3480,70.80008000000001,73.99994000000001,7.2
3500,70.80008000000001,73.99994000000001,7.2
3520,70.80008000000001,73.99994000000001,7.2
3540,70.80008000000001,73.99994000000001,5.2
3560,70.80008000000001,73.99994000000001,5.2
3580,70.80008000000001,73.99994000000001,5.2
3600,70.7,75.00001999999999,1.9
3620,70.7,75.00001999999999,1.9
3640,70.7,75.00001999999999,1.9
3660,70.80008000000001,75.00001999999999,1.9
3680,70.80008000000001,75.00001999999999,1.9
3700,70.80008000000001,75.00001999999999,1.9
3720,70.80008000000001,75.00001999999999,2.6
3740,70.80008000000001,75.00001999999999,2.6
3760,70.80008000000001,75.00001999999999,2.6
3780,70.80008000000001,75.00001999999999,1.3
3800,70.80008000000001,75.00001999999999,1.3
3820,70.80008000000001,75.00001999999999,1.3
3840,70.7,75.00001999999999,1.3
3860,70.7,75.00001999999999,1.3
3880,70.7,75.00001999999999,1.3
3900,70.80008000000001,75.00001999999999,4.6
3920,70.80008000000001,75.00001999999999,4.6
3940,70.80008000000001,75.00001999999999,4.6
3960,70.7,75.00001999999999,0.6
3980,70.7,75.00001999999999,0.6
4000,70.7,75.00001999999999,0.6
4020,70.80008000000001,75.00001999999999,5.9
4040,70.80008000000001,75.00001999999999,5.9
4060,70.80008000000001,75.00001999999999,5.9
4080,70.7,75.00001999999999,2.6
4100,70.7,75.00001999999999,2.6
4120,70.7,75.00001999999999,2.6
4140,70.80008000000001,75.00001999999999,1.3
4160,70.80008000000001,75.00001999999999,1.3
4180,70.80008000000001,75.00001999999999,1.3
4200,70.80008000000001,75.00001999999999,3.2
4220,70.80008000000001,75.00001999999999,3.2
4240,70.80008000000001,75.00001999999999,3.2
4260,70.80008000000001,75.00001999999999,1.9
4280,70.80008000000001,75.00001999999999,1.9
4300,70.80008000000001,75.00001999999999,1.9
4320,70.80008000000001,75.00001999999999,3.9
4340,70.80008000000001,75.00001999999999,3.9
4360,70.80008000000001,75.00001999999999,3.9
4380,70.80008000000001,75.00001999999999,3.2
4400,70.80008000000001,75.00001999999999,3.2
4420,70.80008000000001,75.00001999999999,3.2
4440,70.80008000000001,75.00001999999999,1.3
4460,70.80008000000001,75.00001999999999,1.3
4480,70.80008000000001,75.00001999999999,1.3
4500,70.80008000000001,75.00001999999999,5.2
4520,70.80008000000001,75.00001999999999,5.2
4540,70.80008000000001,75.00001999999999,5.2
4560,70.80008000000001,75.00001999999999,7.2
4580,70.80008000000001,75.00001999999999,7.2
4600,70.80008000000001,75.00001999999999,7.2
4620,70.59992,75.00001999999999,6.5
4640,70.59992,75.00001999999999,6.5
4660,70.59992,75.00001999999999,6.5
4680,70.59992,75.00001999999999,6.5
4700,70.59992,75.00001999999999,6.5
4720,70.59992,75.00001999999999,6.5
4740,70.50001999999999,73.99994000000001,4.6
