,Time,Risk Score,Sus Deriv,Flag
0,300,48.56284927465291,0.0,0
1,600,41.677266172782986,0.0,0
2,900,32.460242520558104,0.0,0
3,1200,23.512168840694557,0.0,0
4,1500,17.417242074636242,0.0,0
5,1800,16.74967270395813,-0.0008333333333333334,0
6,2100,28.135169517649107,-0.010833333333333334,0
7,2400,33.60995402039751,-0.005,0
8,2700,33.929462867244155,-0.0033333333333333327,0
9,3000,37.47420508504105,-0.014166666666666666,0
10,3300,36.19673429667799,0.32666666666666666,0
11,3600,29.69004777392518,0.0,0
12,3900,24.206172571185714,0.0,0
13,4200,23.80654381094375,-0.0041666666666666675,0
14,4500,28.65744399505056,-0.010833333333333334,0
15,4800,27.63145362694306,-0.0016666666666666668,0
16,5100,26.752278521475066,0.3333333333333333,0
17,5400,26.292090842382674,0.1,0
18,5700,25.396426161062852,-0.0025,0
19,6000,24.14885920286651,-0.0033333333333333327,0
20,6300,34.57074319956852,0.08333333333333333,0
21,6600,40.13386139284649,-0.010833333333333334,0
22,6900,37.82605935848166,-0.005,0
23,7200,30.96013539799979,-0.0008333333333333334,0
24,7500,25.14545396380318,0.4325,0
25,7800,21.16412185536673,-0.0008333333333333334,0
26,8100,20.944287095871516,-0.0016666666666666668,1
27,8400,22.342117806824575,-0.0008333333333333334,1
28,8400,22.342117806824575,-0.0008333333333333334,0
29,8700,27.129493332696587,0.09583333333333334,1
30,8700,27.129493332696587,0.09583333333333334,0
31,9000,33.00271797302387,0.425,0
32,9300,32.634748962425085,0.095,0
33,9600,39.223084427646654,0.6516666666666666,0
34,9900,38.782747808075825,0.7616666666666667,0
35,10200,33.484737658221675,0.9325,0
36,10500,27.20343393390542,0.0,0
37,10800,23.196770292439453,0.1,0
38,11100,20.98734244398489,0.3333333333333333,0
39,11400,22.947215164675555,-0.0033333333333333327,0
40,11700,25.71265491146541,0.3308333333333333,0
41,12000,31.86271368458571,0.325,0
42,12300,34.01026468870954,-0.0058333333333333345,0
43,12600,30.978438202507032,0.3308333333333333,0
44,12900,28.429888606333485,-0.005,0
45,13200,35.233180201170704,0.08666666666666667,0
46,13500,31.943112952255287,-0.0025,0
47,13800,28.83128953720633,0.3308333333333333,0
48,14100,28.125187181568503,-0.005,0
49,14400,27.966132260453428,-0.005,0
50,14700,26.55042232627475,0.9316666666666666,0
51,15000,25.82290810754867,0.3325,0
52,15300,27.853572529298678,-0.0041666666666666675,0
53,15600,27.374086903656465,-0.0016666666666666668,0
54,15900,26.032747837306715,-0.0025,0
55,16200,34.04525343409123,-0.015,0
56,16500,37.162005648145104,-0.009166666666666668,0
57,16800,35.1808133765969,-0.0041666666666666675,0
58,17100,31.22316047972011,-0.0033333333333333327,0
59,17400,26.48734184438256,-0.0016666666666666668,0
60,17700,24.444902536849874,-0.0033333333333333327,0
61,18000,22.568209427236077,-0.0008333333333333334,0
62,18300,24.35319352993805,0.0975,0
63,18600,42.90033377510111,2.145,0
64,18900,44.977469799637625,1.0925,0
65,19200,38.20037037608582,0.0,0
66,19500,29.54517163255923,0.0,0
67,19800,23.23477418870884,-0.0016666666666666668,0
68,20100,19.040326740531796,-0.0008333333333333334,0
69,20400,20.60658791701396,-0.0033333333333333327,0
70,20700,34.313319053602825,-0.015833333333333338,0
71,21000,43.6759790144902,0.3175,0
72,21300,38.00756592458103,-0.0008333333333333334,0
73,21600,30.46044975409725,-0.0008333333333333334,0
74,21900,23.80044119354211,-0.0008333333333333334,0
75,22200,20.71202475821959,-0.0016666666666666668,0
76,22500,19.991320200308934,-0.0008333333333333334,0
77,22800,24.213210698801603,-0.0041666666666666675,0
78,23100,29.98051275548893,-0.006666666666666667,0
79,23400,35.501226195342774,-0.01,0
80,23700,32.85718458454297,0.09833333333333333,0
81,24000,32.44685414008948,-0.0075,0
82,24300,31.504868274818172,-0.0058333333333333345,0
83,24600,28.633007149938226,0.3308333333333333,0
84,24900,27.04120760841923,-0.0033333333333333327,0
85,25200,26.371798018501106,0.33,0
86,25500,29.82433686536725,-0.008333333333333333,0
87,25800,30.43283321714485,0.3283333333333333,0
88,26100,28.66702293510048,-0.0016666666666666668,0
89,26400,26.824987417832183,-0.0016666666666666668,0
90,26700,26.605459869321727,0.33,0
91,27000,28.47607369564353,0.09416666666666666,0
92,27300,30.823413579928623,0.09416666666666666,0
93,27600,35.53890533873393,0.3233333333333333,0
94,27900,35.026723990552306,-0.005,0
95,28200,32.806018302305944,-0.005,0
96,28500,28.080117612090373,-0.0016666666666666668,0
97,28800,24.84947923206057,-0.0016666666666666668,0
98,29100,23.784426923839185,-0.0025,0
99,29400,24.286029833153936,-0.0025,0
100,29700,25.60534865928609,-0.0025,0
101,30000,30.184959486424123,-0.008333333333333333,0
102,30300,32.447032492327594,-0.0075,0
103,30600,32.50663814575534,-0.0058333333333333345,0
104,30900,30.216673500701138,-0.0033333333333333327,0
105,31200,30.770432915372748,0.32666666666666666,0
106,31500,27.280193341124782,-0.0016666666666666668,0
107,31800,26.76058598096213,0.32916666666666666,0
108,32100,28.41061836176507,-0.0058333333333333345,0
109,32400,28.399922232488766,-0.0033333333333333327,0
110,32700,27.689035414024037,0.09833333333333333,0
111,33000,28.59772925668327,-0.005,0
112,33300,28.584124978095183,-0.0041666666666666675,0
113,33600,29.338134511136104,-0.005,0
114,33900,30.663739892245435,0.09416666666666666,0
115,34200,30.232561653456372,-0.0041666666666666675,0
116,34500,33.578028933629994,-0.01,0
117,34800,30.957838717979136,-0.0033333333333333327,1
118,35100,28.95877330069511,0.53,1
119,35100,28.95877330069511,0.53,0
120,35400,27.46644997207913,0.43083333333333335,1
121,35400,27.46644997207913,0.43083333333333335,0
122,35700,26.004746492733666,0.4325,0
123,36000,28.99184523959525,0.3616666666666667,0
124,36300,31.8765708607473,0.6275,0
125,36600,41.417789185205656,1.3841666666666668,0
126,36900,35.55326002768341,0.0,0
127,37200,30.073131115221248,0.4666666666666667,0
128,37500,23.983786754815807,0.1,0
129,37800,20.54541128972492,0.09916666666666668,0
130,38100,19.21215492127804,0.1,0
131,38400,23.518590215049468,-0.0041666666666666675,0
132,38700,29.58415163295355,-0.006666666666666667,0
133,39000,32.14620846259417,-0.006666666666666667,0
134,39300,27.438984221937407,0.0,0
135,39600,26.72948077783885,-0.0058333333333333345,0
136,39900,33.54263540132709,0.0875,0
137,40200,31.817804312483574,0.0975,0
138,40500,28.118880873190523,-0.0008333333333333334,0
139,40800,26.051577460365706,0.3308333333333333,0
140,41100,28.174578632235036,-0.008333333333333333,0
141,41400,27.252110624342738,0.1975,0
142,41700,26.84064568629516,-0.0025,0
143,42000,26.541744184627102,-0.0016666666666666668,0
144,42300,25.25151519880211,-0.0008333333333333334,0
145,42600,22.779824573470908,-0.0008333333333333334,0
146,42900,25.915119528140718,-0.008333333333333333,0
147,43200,34.812682103349445,-0.013333333333333334,0
148,43500,36.84161753194606,0.3258333333333333,0
149,43800,33.555133456007745,-0.0033333333333333327,0
150,44100,28.091593849701475,-0.0008333333333333334,0
151,44400,23.451164461384764,0.09916666666666668,0
152,44700,20.98370727813972,-0.0016666666666666668,0
153,45000,22.2386035595545,-0.0033333333333333327,0
154,45300,26.082270982714114,0.32916666666666666,0
155,45600,28.239723596867147,-0.0033333333333333327,0
156,45900,32.03453792934926,0.5916666666666667,0
157,46200,34.857893296611635,-0.01,0
158,46500,33.01945897673636,-0.0041666666666666675,0
