Time,Risk Score
0,51.112432223230165
300,48.56284927465291
600,41.677266172782986
900,32.460242520558104
1200,23.51216884069456
1500,17.417242074636242
1800,16.74967270395813
2100,28.135169517649103
2400,33.60995402039751
2700,33.92946286724416
3000,37.47420508504105
3300,36.19673429667799
3600,29.69004777392518
3900,24.20617257118571
4200,23.806543810943747
4500,28.65744399505056
4800,27.63145362694306
5100,26.752278521475066
5400,26.292090842382674
5700,25.396426161062855
6000,24.148859202866507
6300,34.57074319956852
6600,40.13386139284649
6900,37.82605935848166
7200,30.960135397999785
7500,25.145453963803185
7800,21.16412185536673
8100,20.944287095871513
8400,22.342117806824575
8700,27.129493332696583
9000,33.00271797302387
9300,32.63474896242509
9600,39.22308442764666
9900,38.78274780807583
10200,33.48473765822167
10500,27.20343393390542
10800,23.196770292439446
11100,20.98734244398489
11400,22.947215164675555
11700,25.712654911465414
12000,31.862713684585707
12300,34.01026468870954
12600,30.97843820250703
12900,28.429888606333485
13200,35.2331802011707
13500,31.943112952255284
13800,28.83128953720633
14100,28.125187181568506
14400,27.96613226045343
14700,26.55042232627475
15000,25.822908107548667
15300,27.853572529298674
15600,27.374086903656462
15900,26.032747837306715
16200,34.04525343409123
16500,37.162005648145104
16800,35.1808133765969
17100,31.22316047972011
17400,26.487341844382556
17700,24.444902536849874
18000,22.568209427236074
18300,24.353193529938054
18600,42.90033377510111
18900,44.977469799637625
19200,38.20037037608582
19500,29.545171632559228
19800,23.23477418870884
20100,19.040326740531793
20400,20.60658791701396
20700,34.313319053602825
21000,43.675979014490196
21300,38.00756592458103
21600,30.46044975409725
21900,23.80044119354211
22200,20.712024758219595
22500,19.991320200308934
22800,24.213210698801596
23100,29.980512755488935
23400,35.50122619534277
23700,32.85718458454297
24000,32.44685414008948
24300,31.50486827481817
24600,28.633007149938226
24900,27.041207608419228
25200,26.371798018501106
25500,29.82433686536725
25800,30.432833217144847
26100,28.667022935100476
26400,26.824987417832183
26700,26.605459869321724
27000,28.47607369564353
27300,30.82341357992862
27600,35.538905338733926
27900,35.026723990552306
28200,32.80601830230594
28500,28.080117612090376
28800,24.84947923206057
29100,23.784426923839185
29400,24.286029833153936
29700,25.605348659286093
30000,30.18495948642412
30300,32.447032492327594
30600,32.50663814575534
30900,30.216673500701138
31200,30.77043291537275
31500,27.28019334112478
31800,26.760585980962126
32100,28.41061836176507
32400,28.399922232488763
32700,27.689035414024037
33000,28.59772925668327
33300,28.584124978095186
33600,29.3381345111361
33900,30.663739892245435
34200,30.23256165345637
34500,33.578028933629994
34800,30.957838717979136
35100,28.958773300695107
35400,27.466449972079126
35700,26.004746492733666
36000,28.99184523959525
36300,31.8765708607473
36600,41.41778918520566
36900,35.55326002768341
37200,30.073131115221248
37500,23.98378675481581
37800,20.54541128972492
38100,19.21215492127804
38400,23.518590215049468
38700,29.58415163295355
39000,32.14620846259417
39300,27.438984221937414
39600,26.729480777838848
39900,33.54263540132709
40200,31.817804312483577
40500,28.118880873190523
40800,26.051577460365703
41100,28.174578632235033
41400,27.25211062434274
41700,26.84064568629516
42000,26.541744184627106
42300,25.251515198802107
42600,22.779824573470904
