Time,Max Concentration,Last Pit,Air Temp,Track Temp,Humidity,Pressure,Wind Speed,Speed,Yellow
20.0,27.40774154499723,0.3333333333333333,71.90006,78.00008000000003,62,30.269238403000003,2.6,180.3258157894737,0
40.0,22.615863897731067,0.6666666666666666,71.90006,78.00008000000003,62,30.269238403000003,2.6,180.3258157894737,0
60.0,12.329931972789115,1.0,71.99996,78.00008000000003,62,30.269238403000003,2.6,180.3258157894737,0
80.0,20.322354590049056,1.3333333333333333,71.99996,78.00008000000003,62,30.269238403000003,2.6,180.3258157894737,0
100.0,11.667810569663693,1.6666666666666667,71.99996,78.00008000000003,62,30.269238403000003,2.6,179.93675675675675,0
120.0,10.66098081023454,2.0,72.10004,78.00008000000003,62,30.268057199,3.2,180.7426,0
140.0,22.839784620831022,2.333333333333333,72.10004,78.00008000000003,62,30.268057199,3.2,179.49807894736838,0
160.0,18.658087715628128,2.6666666666666665,72.10004,78.00008000000003,62,30.268057199,3.2,179.49807894736838,0
180.0,9.110021023125439,3.0,72.19994,78.00008000000003,62,30.267171296,5.2,179.49807894736838,0
200.0,9.110021023125439,3.333333333333333,72.19994,78.00008000000003,62,30.267171296,5.2,179.55663157894736,0
220.0,7.549759780370625,3.6666666666666665,72.19994,78.00008000000003,62,30.267171296,5.2,179.44260526315784,0
240.0,14.274865388019393,4.0,72.19994,78.00008000000003,62,30.265990092,2.6,179.9182368421053,0
260.0,11.873328546308805,4.333333333333333,72.19994,78.00008000000003,62,30.265990092,2.6,179.9182368421053,0
280.0,10.742535351422255,4.666666666666667,72.19994,78.00008000000003,62,30.265990092,2.6,179.9182368421053,0
300.0,6.863417982155113,5.0,72.30001999999998,78.00008000000003,62,30.265990092,1.9,179.96542105263157,0
320.0,7.002801120448179,5.333333333333333,72.30001999999998,78.00008000000003,62,30.265990092,1.9,179.94278947368423,0
340.0,11.99088692593629,5.666666666666668,72.30001999999998,78.00008000000003,62,30.265990092,1.9,179.9375,0
360.0,13.13287615697784,6.0,72.39992,78.00008000000003,62,30.265990092,5.2,179.90771052631575,0
380.0,10.177138753978976,6.333333333333332,72.39992,78.00008000000003,62,30.265990092,5.2,179.90771052631575,0
