Time,Speed
20,180.32581578947367
40,180.32581578947367
60,180.32581578947367
80,180.32581578947367
100,179.93675675675675
120,180.7426
140,179.4980789473684
160,179.4980789473684
180,179.4980789473684
200,179.55663157894736
220,179.44260526315784
240,179.91823684210527
260,179.91823684210527
280,179.91823684210527
300,179.96542105263157
320,179.94278947368423
340,179.9375
360,179.90771052631578
380,179.90771052631578
400,179.95502631578947
420,179.95521052631577
440,179.60484210526315
460,179.39397368421055
480,179.39397368421055
500,179.24002631578946
520,179.1645263157895
540,179.29839473684214
560,179.26836842105263
580,179.26836842105263
600,179.33902631578945
620,179.31742105263154
640,179.50552631578944
660,179.488
680,179.50092105263158
700,179.668
720,179.66805263157895
740,179.46963157894737
760,179.38802631578946
780,179.1208947368421
800,179.10868421052632
820,179.1410789473684
840,179.17247368421053
860,179.25286842105263
880,179.1265
900,179.3788947368421
920,179.38978947368423
940,179.44347368421052
960,179.4952105263158
980,179.28621052631578
1000,179.18592105263156
1020,179.1968684210526
1040,179.09005263157894
1060,179.06026315789472
1080,178.95486842105262
1100,178.54844736842105
1120,178.66605263157894
1140,178.74089473684208
1160,178.73092105263157
1180,178.7441578947368
1200,178.8015789473684
1220,178.80563157894736
1240,178.90234210526316
1260,178.92776315789473
1280,179.11252631578947
1300,179.10297368421053
1320,178.72628947368423
1340,178.7117105263158
1360,178.51010526315793
1380,178.35676315789476
1400,178.35676315789476
1420,178.50163157894738
1440,178.47855263157894
1460,178.54731578947366
1480,178.59731578947364
1500,178.59731578947364
1520,178.59763157894736
1540,178.5316578947368
1560,178.78168421052632
1580,178.9795789473684
1600,179.0727894736842
1620,179.0836052631579
1640,179.46976315789473
1660,179.77642105263158
1680,179.70823684210526
1700,179.95963157894735
1720,179.97047368421053
1740,179.6108157894737
1760,174.55894736842106
1780,174.62102631578946
1800,174.56747368421054
1820,174.5783684210526
1840,174.57597368421054
1860,163.89572972972974
1880,164.009
1900,164.7172894736842
1920,164.75028947368423
1940,164.73955263157896
1960,156.9801142857143
1980,156.83097142857147
2000,158.47454054054054
2020,154.46423684210527
2040,154.4875263157895
2060,157.2961142857143
2080,159.86657894736842
2100,155.09313157894735
2120,154.731027027027
2140,154.76764864864865
2160,163.6115142857143
2180,169.43427777777777
2200,174.38062857142856
2220,180.17966666666666
2240,180.36299999999997
2260,180.36299999999997
2280,180.22773684210526
2300,180.21205263157893
2320,179.52173684210524
2340,179.58444736842102
2360,179.606
2380,179.5963157894737
2400,179.5511052631579
2420,179.58863157894734
2440,179.6552894736842
2460,179.55902631578942
2480,179.5483684210526
2500,179.61392105263155
2520,179.86944736842105
2540,179.79207894736845
2560,179.9325
2580,179.9325
2600,175.33755263157894
2620,175.5897105263158
2640,166.24476315789474
2660,166.39218421052635
2680,166.39218421052635
2700,166.30368421052634
2720,150.93021621621625
2740,154.9175555555556
2760,150.66551351351353
2780,150.66551351351353
2800,151.3614473684211
2820,159.48937142857145
2840,153.71582352941178
2860,153.1789393939394
2880,150.62
2900,151.09847368421052
2920,151.2837894736842
2940,149.38434285714288
2960,153.93394117647063
2980,154.97550000000004
3000,155.9135
3020,156.05784210526318
3040,150.90621621621622
3060,155.58832432432436
3080,159.58857142857147
3100,159.9988888888889
3120,160.42364864864868
3140,165.0925945945946
3160,174.5468918918919
3180,174.53500000000003
3200,179.18278947368424
3220,179.23686842105266
3240,179.55905263157896
3260,179.62321052631577
3280,179.70805263157894
3300,179.72123684210527
3320,179.68886842105263
3340,179.7836052631579
3360,179.8777894736842
3380,179.89939473684208
3400,180.00810526315786
3420,179.98518421052628
3440,179.81994736842103
3460,178.31590909090906
3480,178.40363999999997
3500,179.51433333333333
3520,179.96460714285712
3540,181.48066666666668
3560,178.92011764705882
3580,178.47979166666664
3600,181.64109523809523
3620,180.64378571428574
3640,176.22691666666663
3660,177.6960625
3680,178.74821739130434
3700,180.3996
3720,178.72573333333332
3740,175.49345454545454
3760,177.66940000000005
3780,179.42899999999997
3800,181.67369565217396
3820,177.98472222222225
3840,175.3299
3860,167.6116875
3880,173.12218181818182
3900,180.64491304347828
3920,178.492125
3940,174.66844444444445
3960,166.3664705882353
3980,154.47133333333335
4000,165.28008000000003
4020,177.2993529411765
4040,174.15485714285714
4060,164.63386666666668
4080,170.0949
4100,178.74347619047617
4120,178.26066666666668
4140,178.7738666666667
4160,178.2445
4180,169.31355000000002
4200,168.87794444444444
4220,167.88263157894738
4240,166.32423529411767
4260,178.6788125
4280,161.10875
4300,152.24461904761904
4320,166.29052941176474
4340,178.8375
4360,179.58483333333334
