Time,Sus Deriv
64500,-0.0008333333333333334
64800,0.43
65100,-0.005833333333333334
65400,-0.0033333333333333335
65700,-0.0033333333333333335
66000,0.09833333333333333
66300,0.6258333333333334
66600,0.53
66900,0.0
67200,0.09916666666666667
67500,-0.0008333333333333334
67800,-0.0008333333333333334
68100,-0.0008333333333333334
68400,-0.0008333333333333334
68700,-0.0016666666666666668
69000,-0.0025
69300,0.32166666666666666
69600,1.6891666666666667
69900,0.6666666666666666
70200,0.0
70500,0.0
70800,-0.0008333333333333334
71100,-0.0016666666666666668
71400,-0.0016666666666666668
71700,-0.0008333333333333334
72000,0.09666666666666666
72300,-0.006666666666666667
72600,0.0
72900,-0.008333333333333333
73200,-0.005833333333333334
73500,0.33166666666666667
73800,0.3325
74100,-0.0033333333333333335
74400,-0.005833333333333334
74700,-0.0025
75000,0.0
75300,-0.0008333333333333334
75600,-0.0025
75900,-0.005833333333333334
76200,-0.005833333333333334
76500,-0.0033333333333333335
76800,-0.005
77100,-0.0016666666666666668
77400,-0.0008333333333333334
77700,-0.0025
78000,-0.005
78300,0.1
78600,-0.0033333333333333335
78900,-0.004166666666666667
79200,-0.005833333333333334
79500,-0.0016666666666666668
79800,-0.0025
80100,-0.0025
80400,-0.005
80700,-0.0033333333333333335
81000,0.09666666666666666
81300,-0.005
81600,-0.0025
81900,-0.0016666666666666668
82200,-0.004166666666666667
82500,-0.0033333333333333335
82800,-0.0033333333333333335
83100,-0.0016666666666666668
83400,0.09666666666666666
83700,0.3908333333333333
84000,-0.004166666666666667
84300,0.09916666666666667
84600,0.2975
84900,0.265
85200,0.0
85500,0.0
85800,-0.0016666666666666668
86100,0.0
86400,0.0
