Time,Track Temp,Wind Speed,Rain
0,87.00008000000001,1.9,-1
20,87.00008000000001,1.9,-1
40,87.00008000000001,1.9,-1
60,87.99998000000001,1.9,-1
80,87.99998000000001,1.9,-1
100,87.99998000000001,1.9,-1
120,89.00005999999999,1.3,-1
140,89.00005999999999,1.3,-1
160,89.00005999999999,1.3,-1
180,89.99996,1.9,-1
200,89.99996,1.9,-1
220,89.99996,1.9,-1
240,91.00004,2.6,-1
260,91.00004,2.6,-1
280,91.00004,2.6,-1
300,91.00004,0.6,-1
320,91.00004,0.6,-1
340,91.00004,0.6,-1
360,91.00004,1.3,-1
380,91.00004,1.3,-1
400,91.00004,1.3,-1
420,91.99994000000001,0.0,-1
440,91.99994000000001,0.0,-1
460,91.99994000000001,0.0,-1
480,93.00001999999999,0.6,-1
500,93.00001999999999,0.6,-1
520,93.00001999999999,0.6,-1
540,93.00001999999999,3.2,-1
560,93.00001999999999,3.2,-1
580,93.00001999999999,3.2,-1
600,93.00001999999999,4.6,-1
620,93.00001999999999,4.6,-1
640,93.00001999999999,4.6,-1
660,91.99994000000001,1.3,-1
680,91.99994000000001,1.3,-1
700,91.99994000000001,1.3,-1
720,93.00001999999999,3.2,-1
740,93.00001999999999,3.2,-1
760,93.00001999999999,3.2,-1
780,93.00001999999999,4.6,-1
800,93.00001999999999,4.6,-1
820,93.00001999999999,4.6,-1
840,91.99994000000001,0.6,-1
860,91.99994000000001,0.6,-1
880,91.99994000000001,0.6,-1
900,91.99994000000001,1.9,-1
920,91.99994000000001,1.9,-1
940,91.99994000000001,1.9,-1
960,93.00001999999999,0.6,-1
980,93.00001999999999,0.6,-1
1000,93.00001999999999,0.6,-1
1020,93.99991999999999,1.3,-1
1040,93.99991999999999,1.3,-1
1060,93.99991999999999,1.3,-1
1080,95.0,3.2,-1
1100,95.0,3.2,-1
1120,95.0,3.2,-1
1140,96.00008000000001,1.9,-1
1160,96.00008000000001,1.9,-1
