Car,Flag Time,Last Pit
38,22920,37.84678333333334
22,35880,5.299950000000051
26,51120,53.08358333333332
26,64600,10.851866666666684
81,75740,5.190600000000026
63,79180,45.254833333333224
93,82360,41.61211666666665
