Time,Track Temp,Wind Speed,Rain
10380,55.000040000000006,3.2,nan
10400,55.000040000000006,3.2,nan
10420,55.000040000000006,3.2,nan
10440,55.000040000000006,1.9,nan
10460,55.000040000000006,1.9,nan
10480,55.000040000000006,1.9,nan
10500,55.000040000000006,5.2,nan
10520,55.000040000000006,5.2,nan
10540,55.000040000000006,5.2,nan
10560,55.000040000000006,1.9,nan
10580,55.000040000000006,1.9,nan
10600,55.000040000000006,1.9,nan
10620,55.000040000000006,0.6,nan
10640,55.000040000000006,0.6,nan
10660,55.000040000000006,0.6,nan
10680,55.000040000000006,3.2,nan
10700,55.000040000000006,3.2,nan
10720,55.000040000000006,3.2,nan
10740,55.000040000000006,1.3,nan
10760,55.000040000000006,1.3,nan
10780,55.000040000000006,1.3,nan
10800,55.000040000000006,5.9,nan
10820,55.000040000000006,5.9,nan
10840,55.000040000000006,5.9,nan
10860,55.000040000000006,7.2,nan
10880,55.000040000000006,7.2,nan
10900,55.000040000000006,7.2,nan
10920,55.000040000000006,5.9,nan
10940,55.000040000000006,5.9,nan
10960,55.000040000000006,5.9,nan
10980,55.000040000000006,1.3,nan
11000,55.000040000000006,1.3,nan
11020,55.000040000000006,1.3,nan
11040,55.000040000000006,3.9,nan
11060,55.000040000000006,3.9,nan
11080,55.000040000000006,3.9,nan
11100,55.000040000000006,5.9,nan
11120,55.000040000000006,5.9,nan
11140,55.000040000000006,5.9,nan
11160,55.000040000000006,5.2,nan
11180,55.000040000000006,5.2,nan
11200,55.000040000000006,5.2,nan
11220,55.000040000000006,2.6,nan
11240,55.000040000000006,2.6,nan
11260,55.000040000000006,2.6,nan
11280,55.000040000000006,3.2,nan
11300,55.000040000000006,3.2,nan
11320,55.000040000000006,3.2,nan
11340,55.000040000000006,3.9,nan
11360,55.000040000000006,3.9,nan
11380,55.000040000000006,3.9,nan
11400,55.000040000000006,5.2,nan
11420,55.000040000000006,5.2,nan
11440,55.000040000000006,5.2,nan
11460,55.000040000000006,3.9,nan
11480,55.000040000000006,3.9,nan
11500,55.000040000000006,3.9,nan
11520,55.000040000000006,3.2,nan
11540,55.000040000000006,3.2,nan
11560,55.000040000000006,3.2,nan
11580,55.000040000000006,3.2,nan
11600,55.000040000000006,3.2,nan
11620,55.000040000000006,3.2,nan
11640,55.000040000000006,4.6,nan
11660,55.000040000000006,4.6,nan
11680,55.000040000000006,4.6,nan
11700,55.000040000000006,5.2,nan
11720,55.000040000000006,5.2,nan
11740,55.000040000000006,5.2,nan
11760,55.000040000000006,1.3,nan
11780,55.000040000000006,1.3,nan
11800,55.000040000000006,1.3,nan
11820,55.000040000000006,1.3,nan
11840,55.000040000000006,1.3,nan
11860,55.000040000000006,1.3,nan
11880,55.000040000000006,4.6,nan
11900,55.000040000000006,4.6,nan
11920,55.000040000000006,4.6,nan
11940,55.000040000000006,3.9,nan
11960,55.000040000000006,3.9,nan
11980,55.000040000000006,3.9,nan
12000,55.000040000000006,1.9,nan
12020,55.000040000000006,1.9,nan
12040,55.000040000000006,1.9,nan
12060,55.000040000000006,3.9,nan
12080,55.000040000000006,3.9,nan
12100,55.000040000000006,3.9,nan
12120,55.000040000000006,2.6,nan
12140,55.000040000000006,2.6,nan
12160,55.000040000000006,2.6,nan
12180,55.000040000000006,3.9,nan
12200,55.000040000000006,3.9,nan
12220,55.000040000000006,3.9,nan
12240,55.000040000000006,3.2,nan
12260,55.000040000000006,3.2,nan
12280,55.000040000000006,3.2,nan
12300,55.000040000000006,3.2,nan
12320,55.000040000000006,3.2,nan
12340,55.000040000000006,3.2,nan
12360,55.000040000000006,3.9,nan
12380,55.000040000000006,3.9,nan
12400,55.000040000000006,3.9,nan
12420,55.000040000000006,6.5,nan
12440,55.000040000000006,6.5,nan
12460,55.000040000000006,6.5,nan
12480,55.000040000000006,3.9,nan
12500,55.000040000000006,3.9,nan
12520,55.000040000000006,3.9,nan
12540,55.000040000000006,3.9,nan
12560,55.000040000000006,3.9,nan
12580,55.000040000000006,3.9,nan
12600,55.000040000000006,4.6,nan
12620,55.000040000000006,4.6,nan
12640,55.000040000000006,4.6,nan
12660,55.000040000000006,3.2,nan
12680,55.000040000000006,3.2,nan
12700,55.000040000000006,3.2,nan
12720,55.000040000000006,2.6,nan
12740,55.000040000000006,2.6,nan
12760,55.000040000000006,2.6,nan
12780,55.000040000000006,3.9,nan
12800,55.000040000000006,3.9,nan
12820,55.000040000000006,3.9,nan
12840,55.000040000000006,3.2,nan
12860,55.000040000000006,3.2,nan
12880,55.000040000000006,3.2,nan
12900,55.000040000000006,3.2,nan
12920,55.000040000000006,3.2,nan
12940,55.000040000000006,3.2,nan
12960,55.000040000000006,4.6,nan
12980,55.000040000000006,4.6,nan
13000,55.000040000000006,4.6,nan
13040,55.000040000000006,2.6,nan
13060,55.000040000000006,2.6,nan
13080,55.000040000000006,2.6,nan
13100,55.000040000000006,5.2,nan
13120,55.000040000000006,5.2,nan
13140,55.000040000000006,5.2,nan
13160,55.000040000000006,3.2,nan
13180,55.000040000000006,3.2,nan
13200,55.000040000000006,3.2,nan
13220,55.000040000000006,3.2,nan
13240,55.000040000000006,3.2,nan
13260,55.000040000000006,3.2,nan
13280,55.000040000000006,7.9,nan
13300,55.000040000000006,7.9,nan
13320,55.000040000000006,7.9,nan
13340,55.000040000000006,5.2,nan
13360,55.000040000000006,5.2,nan
13380,55.000040000000006,5.2,nan
13400,55.000040000000006,1.9,nan
13420,55.000040000000006,1.9,nan
13440,55.000040000000006,1.9,nan
13460,55.000040000000006,3.9,nan
13480,55.000040000000006,3.9,nan
13500,55.000040000000006,3.9,nan
13520,55.000040000000006,5.2,nan
13540,55.000040000000006,5.2,nan
13560,55.000040000000006,5.2,nan
13580,55.000040000000006,3.2,nan
13600,55.000040000000006,3.2,nan
13620,55.000040000000006,3.2,nan
13640,55.000040000000006,3.2,nan
13660,55.000040000000006,3.2,nan
13680,55.000040000000006,3.2,nan
13700,55.000040000000006,5.2,nan
13720,55.000040000000006,5.2,nan
13740,55.000040000000006,5.2,nan
13760,55.000040000000006,3.2,nan
13780,55.000040000000006,3.2,nan
13800,55.000040000000006,3.2,nan
13820,55.000040000000006,3.9,nan
13840,55.000040000000006,3.9,nan
13860,55.000040000000006,3.9,nan
13880,55.000040000000006,5.2,nan
13900,55.000040000000006,5.2,nan
13920,55.000040000000006,5.2,nan
13940,55.000040000000006,3.9,nan
13960,55.000040000000006,3.9,nan
13980,55.000040000000006,3.9,nan
14000,55.000040000000006,3.9,nan
14020,55.000040000000006,3.9,nan
14040,55.000040000000006,3.9,nan
14060,55.000040000000006,2.6,nan
14080,55.000040000000006,2.6,nan
14100,55.000040000000006,2.6,nan
14120,55.000040000000006,5.2,nan
14140,55.000040000000006,5.2,nan
14160,55.000040000000006,5.2,nan
14180,53.999959999999994,4.6,nan
14200,53.999959999999994,4.6,nan
14220,53.999959999999994,4.6,nan
14240,53.999959999999994,1.9,nan
14260,53.999959999999994,1.9,nan
14280,53.999959999999994,1.9,nan
14300,53.999959999999994,5.2,nan
14320,53.999959999999994,5.2,nan
14340,53.999959999999994,5.2,nan
14360,53.999959999999994,5.2,nan
14380,53.999959999999994,5.2,nan
14400,53.999959999999994,5.2,nan
14420,53.999959999999994,5.2,nan
14440,53.999959999999994,5.2,nan
14460,53.999959999999994,5.2,nan
14480,53.999959999999994,7.2,nan
14500,53.999959999999994,7.2,nan
14520,53.999959999999994,7.2,nan
14540,53.999959999999994,3.9,nan
14560,53.999959999999994,3.9,nan
14580,53.999959999999994,3.9,nan
14600,53.999959999999994,3.9,nan
14620,53.999959999999994,3.9,nan
14640,53.999959999999994,3.9,nan
14660,53.999959999999994,3.9,nan
14680,53.999959999999994,3.9,nan
14700,53.999959999999994,3.9,nan
14720,53.999959999999994,1.9,nan
14740,53.999959999999994,1.9,nan
14760,53.999959999999994,1.9,nan
14780,55.000040000000006,5.2,nan
14800,55.000040000000006,5.2,nan
14820,55.000040000000006,5.2,nan
14840,55.000040000000006,2.6,nan
14860,55.000040000000006,2.6,nan
14880,55.000040000000006,2.6,nan
14900,55.000040000000006,3.9,nan
14920,55.000040000000006,3.9,nan
14940,55.000040000000006,3.9,nan
14960,55.000040000000006,1.3,nan
14980,55.000040000000006,1.3,nan
15000,55.000040000000006,1.3,nan
15020,55.000040000000006,3.2,nan
15040,55.000040000000006,3.2,nan
15060,55.000040000000006,3.2,nan
15080,55.000040000000006,7.2,nan
15100,55.000040000000006,7.2,nan
15120,55.000040000000006,7.2,nan
15140,55.000040000000006,3.9,nan
15160,55.000040000000006,3.9,nan
15180,55.000040000000006,3.9,nan
15200,55.000040000000006,3.2,nan
15220,55.000040000000006,3.2,nan
15240,55.000040000000006,3.2,nan
15260,55.000040000000006,4.6,nan
15280,55.000040000000006,4.6,nan
15300,55.000040000000006,4.6,nan
15320,55.000040000000006,5.2,nan
15340,55.000040000000006,5.2,nan
15360,55.000040000000006,5.2,nan
15380,55.000040000000006,7.2,nan
15400,55.000040000000006,7.2,nan
15420,55.000040000000006,7.2,nan
15440,55.000040000000006,3.9,nan
15460,55.000040000000006,3.9,nan
15480,55.000040000000006,3.9,nan
15500,55.000040000000006,1.9,nan
15520,55.000040000000006,1.9,nan
15540,55.000040000000006,1.9,nan
15560,55.000040000000006,4.6,nan
15580,55.000040000000006,4.6,nan
15600,55.000040000000006,4.6,nan
15620,55.000040000000006,3.9,nan
15640,55.000040000000006,3.9,nan
15660,55.000040000000006,3.9,nan
15680,55.000040000000006,2.6,nan
15700,55.000040000000006,2.6,nan
15720,55.000040000000006,2.6,nan
15740,55.000040000000006,3.9,nan
15760,55.000040000000006,3.9,nan
15780,55.000040000000006,3.9,nan
15800,55.000040000000006,5.2,nan
15820,55.000040000000006,5.2,nan
15840,55.000040000000006,5.2,nan
15860,55.000040000000006,1.3,nan
15880,55.000040000000006,1.3,nan
15900,55.000040000000006,1.3,nan
15920,55.000040000000006,3.9,nan
15940,55.000040000000006,3.9,nan
15960,55.000040000000006,3.9,nan
15980,55.000040000000006,4.6,nan
