Car,Flag Time,Last Pit
99,5860,26.504299999999997
24,9780,1.5247333333333397
50,13800,4.884599999999986
52,20460,25.191649999999996
77,24200,11.407266666666692
47,28920,10.717083333333358
50,36340,4.688316666666651
3,42960,53.09771666666663
55,48500,7.3410666666666655
