Time,Risk Score
0,48.045686289836354
300,45.64907831817374
600,39.17663020241601
900,30.855701959709506
1200,22.50346059235131
1500,17.63063313505175
1800,17.522592700851312
2100,27.87463887403302
2400,29.57426668641185
2700,29.41336666661173
3000,39.24153276880798
3300,35.70837433482263
3600,29.962797555647892
3900,24.453143271440545
4200,27.208729945033657
4500,25.448478729516065
4800,27.09944956888919
5100,25.58014180476895
5400,24.680876896828632
5700,24.254611346772148
6000,26.69273799484341
6300,26.43356323838056
6600,40.0542075451782
6900,39.73164708835378
7200,34.15342962696232
7500,27.606410243963786
7800,21.269165729445994
8100,17.453573465386366
8400,18.417566425110525
8700,21.43940205807014
9000,28.887391750390073
9300,30.21400717859824
9600,27.777226617885763
9900,32.61537261832877
10200,35.494009368788504
10500,40.27087092867848
10800,36.88450182632209
11100,30.26728285011108
11400,23.311850587400357
11700,18.499489349807426
12000,17.62315033551184
12300,19.768013303426333
12600,22.008344835821255
12900,29.068124205833072
13200,27.48507874404406
13500,30.79633529945596
13800,33.573421835128805
14100,32.006995666784704
14400,35.99032441979038
14700,34.1986287908892
15000,28.872973151771934
15300,24.240131269471565
15600,21.019555564506508
15900,20.457968960615794
16200,20.476238913044806
16500,20.499247742683494
16800,24.026664956301317
17100,24.285549929567885
17400,27.16157657863765
17700,31.252527654770418
18000,35.05216358035879
18300,29.38324030296362
18600,24.303078187632806
18900,23.363901268292192
19200,25.236124525473215
19500,24.177946204784046
19800,24.18148557547255
20100,24.351901921064986
20400,24.58767575702666
20700,24.402731276413014
21000,23.77630132716983
21300,34.487167581086176
21600,38.3152768427154
21900,32.666087076991744
22200,25.813465549690786
22500,20.372789271585834
22800,18.534441449485016
23100,18.457264750674415
23400,20.12465404414483
23700,26.280767075605517
24000,28.068066334387463
24300,27.728517615729324
24600,22.165606725876447
24900,31.95668371996315
25200,37.614350326527756
25500,33.14495282610251
25800,26.714116876897226
26100,21.31102064058716
26400,17.860368804391662
26700,17.38605305308344
27000,20.51843744166651
27300,25.247321709170325
27600,26.13448148142207
27900,23.475836515060752
28200,22.640205429510065
28500,33.53224017369057
28800,31.039529695781077
29100,26.005439557403164
29400,25.079668579222705
29700,31.880528822055112
30000,30.951712668988442
30300,26.70488001709642
30600,22.774249159923222
30900,19.480360529478276
31200,17.13564743046736
31500,16.711866101220714
31800,21.98223105464417
32100,33.93116446203979
32400,31.524997184391157
32700,25.88586620023996
33000,30.694004089726217
33300,27.324079134781982
33600,23.757400365600837
33900,25.573176407561807
34200,25.5580775698302
34500,23.167064475980805
34800,21.013276337510753
35100,24.982081007699275
35400,26.865241563526872
35700,26.414055674883453
36000,31.241246958515767
36300,34.5722061240994
36600,28.99943644101694
36900,26.79806398650474
37200,32.52892781742184
37500,30.15431719769419
37800,26.55129901523642
38100,22.42801623548165
38400,19.291774230923217
38700,17.842382663518638
39000,19.265291308939034
39300,23.261467010170964
39600,25.70249895760309
39900,26.988007076968923
40200,25.471418044899774
40500,33.731274875240025
40800,28.828502264315006
41100,25.558913475933885
41400,24.457240516151455
41700,23.66827292283285
42000,22.334742308928483
42300,21.54894137626186
42600,22.240130932153424
42900,23.756022967841734
43200,22.317642485211376
43500,32.4468799408363
43800,36.816768373731826
44100,33.2768259657654
44400,28.91218042168343
44700,23.850195435509974
45000,19.281771750609078
45300,17.641810413073845
45600,19.64151279808287
45900,26.925529553454012
46200,27.330520791533015
46500,26.8495029028445
46800,27.76739570894086
47100,31.597438199247136
47400,28.718349269904465
47700,25.876663953060813
48000,26.04717538112463
48300,24.107068392786946
48600,22.08262338383104
48900,23.828920730687067
49200,34.49060459202883
49500,36.02335401733216
49800,29.9825977541777
50100,23.3029335923452
50400,18.328276063921706
50700,18.258875590246323
51000,18.377692264322985
51300,24.080867927380904
51600,40.31763156873961
51900,39.37589744637468
52200,33.57111233823198
52500,26.135955870423313
52800,19.256472588224593
53100,15.550073202277241
53400,27.06056886315379
53700,34.95815525180094
54000,32.238383300487655
54300,26.84582475672081
54600,20.512006308457398
54900,16.56856493125619
55200,14.112579990140617
55500,15.648653679360025
55800,24.260306018203245
56100,24.241055767091563
56400,25.088096076097216
56700,29.34933243482935
57000,29.266345175162193
57300,24.25113355685854
57600,19.578866532104566
57900,17.088615377427793
58200,18.260455953480268
58500,21.28489613970355
58800,23.04158121765584
59100,21.543802309495494
59400,18.377919025677624
59700,14.76924891395862
60000,10.860429027287951
60300,13.833662869594564
60600,11.845852151710334
60900,9.955198585306643
61200,8.115047630004877
61500,6.513613097562863
61800,5.431716442271116
62100,5.006189086155036
62400,5.03429632119095
62700,4.987070233204899
63000,4.37422668539251
63300,3.1828687511163922
63600,1.8607352789928668
63900,0.8610818587276244
64200,0.31323426217526945
64500,0.08926372693383078
64800,0.019892429526747316
65100,0.0034631839900359554
65400,0.0004707544712421647
65700,4.995261241675868e-05
66000,4.139415811700177e-06
66300,2.6839233518735197e-07
66600,4.0652707559278705
66900,3.7318546158754833
67200,3.0968393072895344
67500,3.3498041163589583
67800,2.587562664048793
68100,2.046998720335946
68400,9.62357541730117
68700,20.033566440504718
69000,17.64285696802644
69300,14.615511474095012
69600,13.231305531142812
69900,11.414652126620268
70200,9.98302101316584
70500,10.732592188517101
70800,12.111751858751864
71100,12.13725338093329
71400,11.627441482816693
71700,9.757702096779608
72000,12.981919742007532
72300,15.269033803805085
72600,13.520346414974687
72900,13.75995762996268
73200,16.462025316411758
73500,15.11524922889801
73800,17.632445221384458
74100,23.23151416709061
74400,20.80709855103051
74700,19.83204237867569
75000,18.371876648623
75300,15.157029592054906
75600,12.822671010146315
75900,14.291187412293251
76200,15.691213914676236
76500,16.740427070286
76800,27.621283867240265
77100,30.891534564668536
77400,26.47539245613413
77700,20.964540218752944
78000,16.032292995643918
78300,13.021593944994704
78600,14.116410075097606
78900,17.74469467121367
79200,20.73196021094293
