"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03"
"9","GTD","Zacharie Robichon","16","1:50.191","31:41.155","Green","Track","25.526","52.714","31.951"
"19","GTD","Misha Goikhberg","16","1:48.720","31:41.788","Green","Track","25.472","51.357","31.891"
"23","GTD","Ian James","16","1:48.178","31:42.361","Green","Track","25.619","50.871","31.688"
"97","GTD","Maxwell Root","16","1:48.815","31:43.407","Green","Track","25.955","50.927","31.933"
"28","GTD","Daniel Morad","16","1:48.268","31:45.346","Green","Track","25.736","50.866","31.666"
"88","GTD","Rob Ferriol","16","1:50.142","31:47.065","Green","Track","25.493","52.249","32.400"
"52","LMP2","Ben Keating","17","1:38.911","31:47.676","Green","Track","23.486","46.783","28.642"
"44","GTD","John Potter","16","1:49.542","31:48.223","Green","Track","25.849","51.317","32.376"
"63","GTD","Bret Curtis","16","1:49.114","31:51.219","Green","Track","25.816","51.121","32.177"
"75","GTD","Kenny Habul","16","1:48.989","31:51.379","Green","Track","25.953","51.179","31.857"
"91","LMP3","Jim Cox","16","2:11.278","31:59.854","Green","Track","26.346","73.003","31.929"
"47","LMP2","Roberto Lacorte","17","1:39.808","32:01.390","Green","Track","24.054","46.610","29.144"
"20","LMP2","Dennis Andersen","17","1:40.155","32:02.987","Green","Track","23.790","46.688","29.677"
"42","GTD","Don Yount","16","1:50.369","32:05.163","Green","Track","25.850","51.657","32.862"
"8","LMP2","John Farano","17","1:39.607","32:06.693","Green","Track","23.997","46.484","29.126"
"29","LMP2","Frits Van Eerd","17","1:40.068","32:08.320","Green","Track","23.620","46.806","29.642"
"18","LMP2","Dwight Merriman","17","1:40.279","32:09.488","Green","Track","24.260","46.943","29.076"
"82","LMP2","Eric Lux","17","1:39.972","32:11.743","Green","Track","23.837","46.517","29.618"
"81","LMP2","Rob Hodes","17","1:40.400","32:15.531","Green","Track","24.187","46.587","29.626"
"11","LMP2","Steven Thomas","17","1:40.892","32:18.631","Green","Track","24.301","47.081","29.510"
"6","LMP3","Moritz Kranz","12","1:45.126","32:22.818","Green","Track","25.147","48.919","31.060"
"3","GTLM","Antonio Garcia","17","1:43.887","32:41.937","Green","Track","24.801","48.283","30.803"
"62","GTLM","Alessandro Pier Guidi","17","1:43.908","32:42.241","Green","Track","25.025","48.256","30.627"
"1","GTD","Madison Snow","16","2:33.798","32:42.590","Green","Track","70.826","50.676","32.296"
"24","GTLM","John Edwards","17","1:43.978","32:45.889","Green","Track","24.700","48.768","30.510"
"4","GTLM","Tommy Milner","17","1:43.222","32:46.252","Green","Track","24.529","48.306","30.387"
"38","LMP3","Rasmus Lindh","17","1:45.024","32:52.712","Green","Track","24.728","48.915","31.381"
"64","GTD","Ted Giovanis","16","1:56.338","32:53.241","Green","Track","28.514","53.321","34.503"
"51","LMP2","Salih Yoluc","17","1:41.104","32:56.209","Green","Track","24.768","47.201","29.135"
"31","DPi","Felipe Nasr","18","1:35.674","32:56.481","Green","Track","22.880","44.891","27.903"
"5","DPi","Loic Duval","18","1:35.652","32:59.502","Green","Track","23.061","44.836","27.755"
"01","DPi","Renger van der Zande","18","1:34.937","33:00.578","Green","Track","22.716","44.570","27.651"
"74","LMP3","Gar Robinson","17","1:46.009","33:00.661","Green","Track","25.477","49.315","31.217"
"10","DPi","Filipe Albuquerque","18","1:35.796","33:02.921","Green","Track","23.197","44.951","27.648"
"60","DPi","Dane Cameron","18","1:36.077","33:03.824","Green","Track","23.251","44.891","27.935"
"55","DPi","Oliver Jarvis","18","1:36.255","33:07.024","Green","Track","23.122","45.464","27.669"
"25","GTLM","Bruno Spengler","17","1:45.355","33:10.536","Green","Track","25.752","48.869","30.734"
"48","DPi","Jimmie Johnson","18","1:38.199","33:14.031","Green","Track","23.628","45.540","29.031"
"12","GTD","Frankie Montecalvo","17","1:47.208","33:15.185","Green","Track","25.594","50.168","31.446"
"54","LMP3","Jonathan Bennett","17","1:48.309","33:15.671","Green","Track","25.813","50.873","31.623"
"14","GTD","Aaron Telitz","17","1:47.170","33:16.141","Green","Track","25.561","50.106","31.503"
"21","GTD","Matteo Cressoni","17","1:46.204","33:18.094","Green","Track","25.173","49.624","31.407"
"111","GTD","Rolf Ineichen","17","1:46.918","33:18.846","Green","Track","25.427","49.928","31.563"
"96","GTD","Robby Foley","17","1:48.035","33:21.190","Green","Track","25.735","50.596","31.704"
"16","GTD","Jan Heylen","17","1:47.646","33:21.696","Green","Track","25.695","50.045","31.906"
"33","LMP3","Lance Willsey","17","1:46.661","33:23.795","Green","Track","25.604","49.657","31.400"
"52","LMP2","Ben Keating","18","1:39.748","33:27.424","Green","Track","23.671","46.618","29.459"
"57","GTD","Russell Ward","17","1:47.351","33:28.208","Green","Track","25.254","50.048","32.049"
"9","GTD","Zacharie Robichon","17","1:47.286","33:28.441","Green","Track","25.667","49.834","31.785"
"19","GTD","Misha Goikhberg","17","1:47.455","33:29.243","Green","Track","25.503","50.055","31.897"
"23","GTD","Ian James","17","1:47.556","33:29.917","Green","Track","25.754","49.948","31.854"
"97","GTD","Maxwell Root","17","1:47.291","33:30.698","Green","Track","25.551","50.086","31.654"
"28","GTD","Daniel Morad","17","1:47.271","33:32.617","Green","Track","25.399","50.249","31.623"
"88","GTD","Rob Ferriol","17","1:49.188","33:36.253","Green","Track","26.139","50.710","32.339"
"44","GTD","John Potter","17","1:48.252","33:36.475","Green","Track","25.773","50.383","32.096"
"63","GTD","Bret Curtis","17","1:48.726","33:39.945","Green","Track","26.027","50.550","32.149"
"75","GTD","Kenny Habul","17","1:48.731","33:40.110","Green","Track","26.063","50.806","31.862"
"47","LMP2","Roberto Lacorte","18","1:39.272","33:40.662","Green","Track","24.004","46.637","28.631"
"20","LMP2","Dennis Andersen","18","1:40.716","33:43.703","Green","Track","23.989","47.684","29.043"
"8","LMP2","John Farano","18","1:40.969","33:47.662","Green","Track","24.387","46.896","29.686"
"91","LMP3","Jim Cox","17","1:49.086","33:48.940","Green","Track","26.579","50.824","31.683"
"29","LMP2","Frits Van Eerd","18","1:40.810","33:49.130","Green","Track","23.863","47.834","29.113"
"18","LMP2","Dwight Merriman","18","1:40.427","33:49.915","Green","Track","24.032","47.272","29.123"
"82","LMP2","Eric Lux","18","1:40.045","33:51.788","Green","Track","24.015","46.543","29.487"
"81","LMP2","Rob Hodes","18","1:40.307","33:55.838","Green","Track","23.958","46.807","29.542"
"42","GTD","Don Yount","17","1:51.324","33:56.487","Green","Track","26.304","52.090","32.930"
"11","LMP2","Steven Thomas","18","1:40.526","33:59.157","Green","Track","24.051","46.954","29.521"
"6","LMP3","Moritz Kranz","13","1:44.238","34:07.056","Green","Track","24.642","48.839","30.757"
"3","GTLM","Antonio Garcia","18","1:43.440","34:25.377","Green","Track","24.477","48.312","30.651"
"62","GTLM","Alessandro Pier Guidi","18","1:43.469","34:25.710","Green","Track","24.695","48.181","30.593"
"4","GTLM","Tommy Milner","18","1:43.378","34:29.630","Green","Track","24.602","48.024","30.752"
"24","GTLM","John Edwards","18","1:44.008","34:29.897","Green","Track","24.637","48.359","31.012"
"1","GTD","Madison Snow","17","1:47.842","34:30.432","Green","Track","25.469","50.287","32.086"
"31","DPi","Felipe Nasr","19","1:36.612","34:33.093","Green","Track","24.004","45.032","27.576"
"5","DPi","Loic Duval","19","1:36.582","34:36.084","Green","Track","23.021","45.620","27.941"
"01","DPi","Renger van der Zande","19","1:35.717","34:36.295","Green","Track","22.881","44.929","27.907"
"38","LMP3","Rasmus Lindh","18","1:45.057","34:37.769","Green","Track","24.892","48.976","31.189"
"51","LMP2","Salih Yoluc","18","1:41.763","34:37.972","Green","Track","24.996","47.370","29.397"
"10","DPi","Filipe Albuquerque","19","1:36.648","34:39.569","Green","Track","23.270","45.578","27.800"
"60","DPi","Dane Cameron","19","1:36.441","34:40.265","Green","Track","23.469","45.058","27.914"
"55","DPi","Oliver Jarvis","19","1:35.329","34:42.353","Green","Track","22.913","44.794","27.622"
"74","LMP3","Gar Robinson","18","1:46.518","34:47.179","Green","Track","25.277","49.841","31.400"
"64","GTD","Ted Giovanis","17","1:56.711","34:49.952","Green","Track","27.524","55.168","34.019"
"48","DPi","Jimmie Johnson","19","1:36.326","34:50.357","Green","Track","23.181","45.179","27.966"
"25","GTLM","Bruno Spengler","18","1:43.792","34:54.328","Green","Track","24.734","48.410","30.648"
"12","GTD","Frankie Montecalvo","18","1:46.591","35:01.776","Green","Track","25.212","49.843","31.536"
"54","LMP3","Jonathan Bennett","18","1:47.321","35:02.992","Green","Track","25.931","49.797","31.593"
"14","GTD","Aaron Telitz","18","1:47.599","35:03.740","Green","Track","25.635","50.403","31.561"
"21","GTD","Matteo Cressoni","18","1:46.813","35:04.907","Green","Track","25.250","49.973","31.590"
"111","GTD","Rolf Ineichen","18","1:46.779","35:05.625","Green","Track","25.232","49.916","31.631"
"52","LMP2","Ben Keating","19","1:40.046","35:07.470","Green","Track","23.555","46.773","29.718"
"96","GTD","Robby Foley","18","1:47.667","35:08.857","Green","Track","25.593","50.252","31.822"
"16","GTD","Jan Heylen","18","1:47.455","35:09.151","Green","Track","25.464","50.037","31.954"
"33","LMP3","Lance Willsey","18","1:46.753","35:10.548","Green","Track","25.634","49.594","31.525"
"57","GTD","Russell Ward","18","1:47.386","35:15.594","Green","Track","25.275","49.992","32.119"
"9","GTD","Zacharie Robichon","18","1:47.385","35:15.826","Green","Track","25.542","49.860","31.983"
"19","GTD","Misha Goikhberg","18","1:47.382","35:16.625","Green","Track","25.393","50.029","31.960"
"23","GTD","Ian James","18","1:47.296","35:17.213","Green","Track","25.698","49.793","31.805"
"28","GTD","Daniel Morad","18","1:46.970","35:19.587","Green","Track","25.192","50.107","31.671"
"97","GTD","Maxwell Root","18","1:49.751","35:20.449","Green","Track","26.052","51.670","32.029"
"47","LMP2","Roberto Lacorte","19","1:42.131","35:22.793","Green","Track","25.266","46.562","30.303"
"20","LMP2","Dennis Andersen","19","1:40.440","35:24.143","Green","Track","23.778","47.505","29.157"
"88","GTD","Rob Ferriol","18","1:48.487","35:24.740","Green","Track","25.577","50.378","32.532"
"44","GTD","John Potter","18","1:48.778","35:25.253","Green","Track","25.708","50.556","32.514"
"8","LMP2","John Farano","19","1:40.712","35:28.374","Green","Track","23.874","46.627","30.211"
"29","LMP2","Frits Van Eerd","19","1:39.861","35:28.991","Green","Track","23.824","46.399","29.638"
"75","GTD","Kenny Habul","18","1:49.055","35:29.165","Green","Track","25.816","51.288","31.951"
"63","GTD","Bret Curtis","18","1:50.171","35:30.116","Green","Track","25.734","51.847","32.590"
"18","LMP2","Dwight Merriman","19","1:40.525","35:30.440","Green","Track","24.884","46.548","29.093"
"82","LMP2","Eric Lux","19","1:39.411","35:31.199","Green","Track","23.780","46.385","29.246"
"81","LMP2","Rob Hodes","19","1:41.731","35:37.569","Green","Track","24.213","47.793","29.725"
"91","LMP3","Jim Cox","18","1:49.171","35:38.111","Green","Track","27.607","50.074","31.490"
"11","LMP2","Steven Thomas","19","1:41.942","35:41.099","Green","Track","24.357","48.086","29.499"
"42","GTD","Don Yount","18","1:50.507","35:46.994","Green","Track","25.964","51.604","32.939"
"6","LMP3","Moritz Kranz","14","1:44.460","35:51.516","Green","Track","24.628","48.831","31.001"
"3","GTLM","Antonio Garcia","19","1:43.208","36:08.585","Green","Track","24.425","48.190","30.593"
"62","GTLM","Alessandro Pier Guidi","19","1:43.227","36:08.937","Green","Track","24.635","48.139","30.453"
"31","DPi","Felipe Nasr","20","1:36.819","36:09.912","Green","Track","23.552","45.466","27.801"
"5","DPi","Loic Duval","20","1:36.386","36:12.470","Green","Track","23.141","44.963","28.282"
"4","GTLM","Tommy Milner","19","1:43.369","36:12.999","Green","Track","24.488","48.240","30.641"
"24","GTLM","John Edwards","19","1:43.779","36:13.676","Green","Track","24.853","48.428","30.498"
"10","DPi","Filipe Albuquerque","20","1:36.230","36:15.799","Green","Track","23.184","45.229","27.817"
"60","DPi","Dane Cameron","20","1:36.516","36:16.781","Green","Track","23.426","45.372","27.718"
"1","GTD","Madison Snow","18","1:47.835","36:18.267","Green","Track","25.439","50.336","32.060"
"55","DPi","Oliver Jarvis","20","1:36.276","36:18.629","Green","Track","23.029","45.285","27.962"
"51","LMP2","Salih Yoluc","19","1:41.159","36:19.131","Green","Track","24.274","47.730","29.155"
"38","LMP3","Rasmus Lindh","19","1:46.024","36:23.793","Green","Track","25.489","49.250","31.285"
"48","DPi","Jimmie Johnson","20","1:35.805","36:26.162","Green","Track","23.312","44.727","27.766"
"01","DPi","Renger van der Zande","20","1:49.831","36:26.126","Green","Pit","23.349","44.774","41.708"
"74","LMP3","Gar Robinson","19","1:45.951","36:33.130","Green","Track","24.899","49.403","31.649"
"25","GTLM","Bruno Spengler","19","1:44.241","36:38.569","Green","Track","24.820","48.860","30.561"
"64","GTD","Ted Giovanis","18","1:54.451","36:44.403","Green","Track","27.530","52.907","34.014"
"52","LMP2","Ben Keating","20","1:41.148","36:48.618","Green","Track","23.870","47.540","29.738"
"12","GTD","Frankie Montecalvo","19","1:47.333","36:49.109","Green","Track","25.541","50.254","31.538"
"54","LMP3","Jonathan Bennett","19","1:47.043","36:50.035","Green","Track","25.707","49.728","31.608"
"14","GTD","Aaron Telitz","19","1:47.127","36:50.867","Green","Track","25.413","50.044","31.670"
"21","GTD","Matteo Cressoni","19","1:46.279","36:51.186","Green","Track","25.188","49.537","31.554"
"111","GTD","Rolf Ineichen","19","1:47.655","36:53.280","Green","Track","25.339","50.428","31.888"
"96","GTD","Robby Foley","19","1:47.803","36:56.660","Green","Track","25.707","50.340","31.756"
"33","LMP3","Lance Willsey","19","1:46.584","36:57.132","Green","Track","25.651","49.617","31.316"
"16","GTD","Jan Heylen","19","1:48.012","36:57.163","Green","Track","25.569","50.505","31.938"
"57","GTD","Russell Ward","19","1:47.909","37:03.503","Green","Track","25.830","49.988","32.091"
"9","GTD","Zacharie Robichon","19","1:47.735","37:03.561","Green","Track","25.808","50.112","31.815"
"47","LMP2","Roberto Lacorte","20","1:40.912","37:03.705","Green","Track","24.144","47.822","28.946"
"19","GTD","Misha Goikhberg","19","1:47.787","37:04.412","Green","Track","25.545","50.183","32.059"
"23","GTD","Ian James","19","1:47.326","37:04.539","Green","Track","25.785","49.888","31.653"
"20","LMP2","Dennis Andersen","20","1:41.177","37:05.320","Green","Track","24.126","47.525","29.526"
"28","GTD","Daniel Morad","19","1:47.275","37:06.862","Green","Track","25.516","49.971","31.788"
"8","LMP2","John Farano","20","1:40.854","37:09.228","Green","Track","24.239","47.422","29.193"
"97","GTD","Maxwell Root","19","1:49.261","37:09.710","Green","Track","25.984","51.216","32.061"
"29","LMP2","Frits Van Eerd","20","1:41.400","37:10.391","Green","Track","24.284","47.524","29.592"
"82","LMP2","Eric Lux","20","1:41.615","37:12.814","Green","Track","24.913","47.464","29.238"
"88","GTD","Rob Ferriol","19","1:48.514","37:13.254","Green","Track","25.943","50.305","32.266"
"18","LMP2","Dwight Merriman","20","1:42.915","37:13.355","Green","Track","25.314","48.043","29.558"
"44","GTD","John Potter","19","1:48.989","37:14.242","Green","Track","25.846","51.113","32.030"
"75","GTD","Kenny Habul","19","1:47.683","37:16.848","Green","Track","25.632","50.303","31.748"
"81","LMP2","Rob Hodes","20","1:40.591","37:18.160","Green","Track","24.006","46.876","29.709"
"63","GTD","Bret Curtis","19","1:49.131","37:19.247","Green","Track","26.497","50.438","32.196"
"11","LMP2","Steven Thomas","20","1:40.675","37:21.774","Green","Track","24.082","47.089","29.504"
"91","LMP3","Jim Cox","19","1:47.719","37:25.830","Green","Track","26.164","50.145","31.410"
"6","LMP3","Moritz Kranz","15","1:45.369","37:36.885","Green","Track","24.937","49.400","31.032"
"42","GTD","Don Yount","19","1:50.192","37:37.186","Green","Track","26.094","51.251","32.847"
"10","DPi","Filipe Albuquerque","21","1:36.363","37:52.162","Green","Track","23.221","45.450","27.692"
"3","GTLM","Antonio Garcia","20","1:43.743","37:52.328","Green","Track","24.579","48.437","30.727"
"62","GTLM","Alessandro Pier Guidi","20","1:43.567","37:52.504","Green","Track","24.901","48.330","30.336"
"60","DPi","Dane Cameron","21","1:36.226","37:53.007","Green","Track","23.212","45.256","27.758"
"4","GTLM","Tommy Milner","20","1:43.391","37:56.390","Green","Track","24.516","48.166","30.709"
"24","GTLM","John Edwards","20","1:43.743","37:57.419","Green","Track","24.673","48.515","30.555"
"51","LMP2","Salih Yoluc","20","1:41.529","38:00.660","Green","Track","24.979","47.439","29.111"
"48","DPi","Jimmie Johnson","21","1:36.737","38:02.899","Green","Track","23.231","45.154","28.352"
"5","DPi","Loic Duval","21","1:50.523","38:02.993","Green","Pit","23.079","45.346","42.098"
"1","GTD","Madison Snow","19","1:48.651","38:06.918","Green","Track","26.095","50.211","32.345"
"38","LMP3","Rasmus Lindh","20","1:45.146","38:08.939","Green","Track","24.932","49.098","31.116"
"74","LMP3","Gar Robinson","20","1:45.668","38:18.798","Green","Track","25.322","49.053","31.293"
"25","GTLM","Bruno Spengler","20","1:43.556","38:22.125","Green","Track","24.734","48.344","30.478"
